;Y_UTM;X_UTM;ZoneNumber;ZoneLetter;Latitude;Longitude;past_mer;Y;X;SiO2;TiO2;Al2O3;Fe2O3;FeO;MnO;MgO;CaO;Na2O;K2O;P2O5;l.i.;oth;sum;hs;type_granite;time;massif;sampler;others;sampler+year;area
3668;-520011275,4;377853754,9;1;W;"45°8'10.0""";"134°39'45.0""";;45,13609619;134,6624851;65,40180789;0,516539187;16,33058508;0,884076686;3,287970597;0,099334459;1,698619251;3,307837489;3,307837489;3,973378365;0,178802026;1,003278037;0,009933446;100;0,01;Bt granite;K2;Eldovsky Orekhovy massif;;;O.G.Starov,1970;2
3679;-539780728,9;49583571,94;1;W;"47°50'0.0""";"136°4'0.0""";;47,83326932;136,0666027;65,5736071;0,657829164;15,70816306;1,405362304;2,750921958;0,079736868;2,063191468;4,245988239;3,059902322;3,41871823;0,259144822;0,767467358;0,009967109;100;0,84;Granodiorite;K;;A.N.Geraskina;;N.G.Osipov,1975;2
3680;-531931849;112344075;1;W;"47°17'0.0""";"135°8'0.0""";;47,28328091;135,1332809;65,55710584;1,355391668;14,85947778;0,757424756;4,813633646;0,099661152;2,152680885;2,85030895;3,209089097;2,999800678;0,47837353;0,857085908;0,009966115;100;0,01;Bt granodiorite medium-grained;K2;Podkhorenkovsky massif;;;N.F.Smirnov,1963;2
3692;-514244867,1;444072156,2;1;W;"44°38'10.0""";"134°27'30.0""";;44,63614929;134,4583715;65,94762717;0,421390589;16,49443162;2,026688071;1,444767734;0,120397311;0,531754791;0,612019665;4,364402528;6,039931775;0,010033109;1,976522524;0,010033109;100;0,01;Granosyenite-porphyry;K2;;;;I.P.Rachinskaya,1963;2
3697;-537228747,9;-426139161,5;1;W;"52°50'0.0""";"140°54'0.0""";;52,83345616;140,9001228;65,75287644;0,56028014;16,35817909;2,181090545;2,061030515;0,04002001;1,490745373;2,811405703;3,6018009;4,602301151;0,180090045;0,350175088;0,010005003;100;0,01;Granite leucocratic;Pg;Markram massif;;;S.B.Bravina,1955;2
3703;-529032925,5;322019002,5;1;W;"45°35'0.0""";"135°22'0.0""";;45,58336805;135,3667014;66,08328304;0,563266948;15,96258298;0,090525045;3,540535104;0,040233353;2,21283444;3,751760209;4,144035405;2,243009455;0,150875075;1,207000604;0,010058338;100;0,01;Granodiorite;K2;Tuman massif;;Det:H2o+-0.03;A.G.Dudko,1971;2
3708;-514295115,5;568302126,6;1;W;"43°48'30.0""";"135°27'40.0""";;43,80832926;135,461107;65,28178114;0,407514164;17,56286651;0,695755889;2,971871583;0,278302356;1,172845642;3,409203856;4,522413279;3,349567637;0,00993937;0,327999205;0,00993937;100;0,13;Granite;K2-Pg;Vladimirsky massif;Koval'chuk;;G.A.Valuy,1975;2
3709;-506023387,1;-480668936,4;1;W;"54°0'0.0""";"139°32'0.0""";;53,99995193;139,5332853;65,83141225;0,581337075;15,51568608;1,703919014;2,646085998;0,090207477;1,974541445;4,119474792;2,996892854;3,467976346;0,180414954;0,731682871;0,160368848;100;0,01;Granodiorite;Pg;;L.A.Kyanno;Det:co2-0.15.Oth.:S03-0.0l;E.N.Brusko,1974;2
3711;-551024680,3;148900088,4;1;W;"46°59'0.0""";"137°18'0.0""";;46,98337921;137,3000459;65,79843719;0,500901623;15,41775195;1,18212783;3,987176918;0,100180325;2,213985173;4,057303146;2,644760569;2,714886796;0,130234422;1,242236025;0,010018032;100;0,01;Granodiorite;K2;Kungulaz massif;;;I.Z.Bur'yanova,1968;2
3712;-524147110;319983274,7;1;W;"45°34'55.0""";"134°48'32.0""";;45,58185903;134,8088035;66,0796941;0,402495472;17,25699336;0,694304689;3,169651841;0,040249547;0,563493661;1,801167237;4,437512578;4,668947474;0,130811028;0,744616623;0,010062387;100;0,13;Granite porphyraceous;K2;Dintsukhin massif;;Det:H2o+-0.74;V.I.Safronov,1966;2
3718;-488882905,8;-385924493,2;1;W;"53°1'0.0""";"135°22'0.0""";;53,01664546;135,3666455;65,2584493;0,576540755;16,99801193;1,988071571;2,664015905;0,109343936;2,365805169;4,602385686;2,634194831;2,326043738;0,109343936;0,357852883;0,009940358;100;0,01;Granodiorite-porphyry;K2;;;;Yu.P.Rasskazov,1956;2
3724;-520731644,3;-414272693,4;1;W;"52°55'0.0""";"139°6'0.0""";;52,91658532;139,0999186;65,27446301;0,467382657;15,98050915;1,491646778;2,615354018;0,089498807;1,909307876;4,405330151;3,838504375;2,555688146;0,218774861;1,143595863;0,009944312;100;0,01;Granodiorite;K2-Pg;Sergo-Mikhaylovsky massif;;;V.R.Polikanov,1963;2
3727;-538745293,1;247589479,9;1;W;"46°10'45.0""";"136°8'50.0""";;46,17914174;136,1471973;65,78446115;0,541353383;16,36090226;1,533834586;1,824561404;0,100250627;1,994987469;3,819548872;3,408521303;3,488721805;0,010025063;1,122807018;0,010025063;100;0,01;Tonalite;K2;East-Kandomin massif;E.P.Egorova;;E.P.Izokh,1957;2
3728;-551190297,5;121225527,1;1;W;"47°12'40.0""";"137°18'0.0""";;47,21117172;137,3000606;65,92987039;0,532502763;14,70913292;1,326233296;4,60162765;0,070330554;2,341002713;3,848086004;2,813222144;3,034261027;0,140661107;0,643022204;0,010047222;100;0,01;Granodiorite-porphyry;K2;;;;V.V.Sigov,1969;2
3730;-564889389;-9364290,706;1;W;"48°19'0.0""";"138°59'0.0""";;48,31682142;138,9834881;65,5510041;0,639424518;14,74672794;1,7284444;2,837446298;0,089919073;3,167149565;2,727545209;3,636726946;3,736637027;0,129883105;0,789289639;0,219802178;100;0,01;Monzogranodiorite;Pg;Uda massif;A.D.Zlygosteva;;B.S.Maleev,1966;2
3735;-517541945,9;-423949379,4;1;W;"53°5'0.0""";"139°2'0.0""";;53,08314317;139,0331432;65,52791929;0,47947258;16,32204575;1,508340825;2,417340925;0,109879133;1,997802417;3,705923484;3,905703726;2,826890421;0,179802218;1,008890221;0,009989012;100;0,01;Granodiorite;K2;Dalzhin massif;;;E.P.Zarembsky,1961;2
3736;-522590655,1;501559155,8;1;W;"44°17'25.0""";"135°48'17.0""";;44,2902654;135,8047098;65,69196876;0,120168236;15,08111356;1,832565592;3,444822752;0,01001402;2,223112357;3,875425596;2,783897456;3,474864811;0,050070098;1,401962748;0,01001402;100;0,12;Granodiorite;K2-Pg;Pribrezhny massif;M.G~Sokolova;;F.I.Rostovsky,1965;2
3746;-504770211,9;-306136779,6;1;W;"51°47'0.0""";"135°16'0.0""";;51,78319168;135,266525;65,43604071;0,738375574;15,96487727;0,449012173;4,390341249;0,139692676;2,534424267;4,250648573;2,913590102;2,274995011;0,159648773;0,598682898;0,149670724;100;0,01;Granodiorite;K2;;;;N.G.Osipov,1959;2
3751;-527289599,8;475701727,8;1;W;"44°29'15.0""";"136°7'10.0""";;44,48751955;136,119464;66,03526448;0,604534005;16,31234257;1,843828715;2,559193955;0,141057935;1,118387909;3,083123426;4,37279597;3,183879093;0,010075567;0,725440806;0,010075567;100;0,01;Granodiorite;Pg;Khuntamiysky Golubichny massif;;;V.N.Musin,1970;2
3756;-515445868,1;468275739,2;1;W;"44°28'30.0""";"134°46'10.0""";;44,47499142;134,7694359;65,69738293;0,621678532;15,71242354;1,654467061;2,55690364;0,070189512;1,413817307;2,456632909;3,168555099;6,24686654;0,090243658;0,300812193;0,010027073;100;0,01;Granosyenite;K2;Berezovsky massif;;;I.I.Antushevich,1966;2
3771;-564069446,4;92327761,71;1;W;"47°27'0.0""";"138°43'0.0""";;47,450055;138,7167217;65,90200221;0,593621089;14,74997485;1,821108763;2,666264212;0,110675118;1,62994265;3,18945568;3,541603783;4,427004729;0,010061374;1,348224167;0,010061374;100;0,01;Granodiorite;Pg;Kiprey Chepy massif;;;V.P.Simanenko,1973;2
3774;-546506319;229883866;1;W;"46°20'0.0""";"136°57'20.0""";;46,33308869;136,9553109;65,80930373;0,562644429;16,00522456;1,08509997;3,25529991;0,040188888;1,828594394;2,411333266;3,014166583;4,571485984;0,180849995;1,225761077;0,010047222;100;0,01;Granite;K2;;;;V.G.Kravchenko,1975;2
3777;-553236524,9;183381714,7;1;W;"46°42'30.0""";"137°35'30.0""";;46,70839943;137,5917328;65,34278016;0,44905698;16,0762399;1,566709909;6,097195889;0,04989522;1,596647041;3,323021655;4,101387087;0,59874264;0,119748528;0,668595949;0,009979044;100;0,24;Granodiorite;K2;Baranovsky massif;;;A.A.Syas'ko,1974;2
3785;-481598477,4;-354342201,6;1;W;"52°42'0.0""";"133°52'0.0""";;52,70014448;133,8668111;65,35197204;0,539191213;15,84623065;0,399400899;4,253619571;0,129805292;2,196704943;3,84423365;2,925611583;2,975536695;0,109835247;1,048427359;0,379430854;100;0,01;Granodiorite;K1;Kharchin massif;R.A.Sokolova;;V.F.Kozyura,1958;2
3788;-493694880,5;-395161453,1;1;W;"53°4'0.0""";"136°4'0.0""";;53,06676679;136,0667668;65,63691073;0,812437312;15,58676028;1,043129388;2,58776329;0,080240722;2,20661986;4,172517553;3,199598796;3,109327984;0,140421264;1,414242728;0,01003009;100;0,01;Granodiorite;K2-Pg;Yasnensky massif;;;Ya.I.Fayn,1964;2
3791;-553133910,5;-106629713,3;1;W;"49°15'0.0""";"138°10'0.0""";;49,2498705;138,1665372;65,35810608;0,559384677;15,35311158;3,246428928;2,147637599;0,029967036;4,085505943;2,437318949;2,397362901;3,815802617;0,009989012;0,549395665;0,009989012;100;0,01;Bt granodiorite;K1;;;;E.P.Izokh,1964;2
3793;-511388986,3;582215007,3;1;W;"43°42'5.0""";"135°16'20.0""";;43,70150425;135,2723376;65,70912013;0,492165528;15,83969466;1,034552029;3,836882282;0,120530333;1,717557252;3,656086782;2,932904781;3,40498192;0,220972278;1,024507834;0,010044194;100;0,01;Diorite;K2-Pg;Ol'gin massif;M.I.Il'ina;Det:H2o+-0.18;G.A.Valuy,1975;2
3796;-499330173,7;463859900,8;1;W;"44°25'0.0""";"132°56'20.0""";;44,4166888;132,938911;65,64946798;0,431640233;16,69343505;0,782975306;2,700260992;0,08030516;1,545874322;4,667737402;4,266211604;2,479421803;0,010038145;0,682593857;0,010038145;100;0,3;Granodiorite;K2;;O.G.Arbidan;;Yu.Ya.Gromov,1959;2
3797;-525033722,9;394122640,6;1;W;"45°2'25.0""";"135°19'15.0""";;45,04046933;135,3210249;65,32161406;0,499400719;16,49021175;1,378345985;3,106272473;0,069916101;1,717938474;3,845385537;3,995205753;2,297243308;0,019976029;1,248501798;0,009988014;100;0,01;Granite alkaline;K2;Tuman massif;;;A.G.Dudko,1971;2
3807;-519069777,3;-243540995,9;1;W;"50°54'0.0""";"135°48'0.0""";;50,89991914;135,7999191;65,33080152;0,559664201;15,95042974;0,459724166;3,947631421;0,089946032;1,678992604;4,007595443;3,977613432;2,848291025;0,189886068;0,949430342;0,009994004;100;0,01;Granodiorite;K2;;;;O.F.Kolodezny,1965;2
3808;-528932083,2;463297629,4;1;W;"44°34'45.0""";"136°12'30.0""";;44,57922902;136,2083957;65,47786015;1,242236025;16,25926668;1,863354037;3,736726107;0,12021639;0,801442597;3,556401523;2,36425566;3,416149068;0,641154077;0,510919655;0,010018032;100;0,15;Granodiorite;Pg;Mutukhin Oprichnin massif;T.AShpak;;S.A.Korenbaum,1973;2
3817;-514502743,4;482615234,8;1;W;"44°22'20.0""";"134°46'30.0""";;44,37210315;134,7748809;65,01443217;0,646959291;16,46262566;1,413357221;3,324375435;0,099532199;1,692047377;2,786901563;3,782223549;3,085498159;0,139345078;1,542749079;0,00995322;100;0,01;Granodiorite;K2;;;;l.I.Antushevich,1966;2
3821;-563789701,7;116771448,4;1;W;"47°15'0.0""";"138°41'0.0""";;47,24989078;138,6832241;65,60835929;0,602833317;14,36752738;1,456847182;3,888274892;0,090424997;2,009444389;3,335677685;3,858133226;4,440872099;0,010047222;0,321511102;0,010047222;100;0,01;Granodiorite;Pg;Samargin Pugdin massif;;;V.P.Simanenko,1975;2
3823;-488642265,6;-303141975;1;W;"51°56'0.0""";"133°30'0.0""";;51,93344591;133,5001126;64,70471661;0,703527547;16,5477606;0,713436385;3,834720571;0,069361871;2,160126833;3,894173603;2,724930638;2,764565993;0,14863258;1,724137931;0,009908839;100;0,01;Granodiorite;K2;;;;M.I.Popkova,1961;2
3827;-528145451,4;472856460,3;1;W;"44°30'40.0""";"136°11'30.0""";;44,51101235;136,1915679;65,52901024;0,682593857;16,49267215;0,863280466;3,00140534;0,08030516;1,826942381;3,232282674;4,477012648;2,760489861;0,010038145;1,03392893;0,010038145;100;0,01;Granite;Pg;Mutukhin Oprichnin massif;G.A.Dyatlova;Det:H2o+-0.29;S.A.Korenbaum,1973;2
3832;-563788662,6;116785078,5;1;W;"47°15'0.0""";"138°41'0.0""";;47,24977992;138,6831133;65,51897209;0,702670147;14,69584421;1,666332062;3,864685806;0,10038145;2,419192933;3,523388878;3,824533226;3,362778559;0,010038145;0,301144349;0,010038145;100;0,26;Granodiorite;Pg;Samargin Pugdin massif;;;V.P.Simanenko,1972;2
3834;-556441562,7;123227613,2;1;W;"47°11'45.0""";"137°52'50.0""";;47,19585994;137,8805822;65,01594261;0,468314069;17,49701076;2,829812674;1,404942208;0,11956955;0,498206457;2,022718214;4,444001594;4,902351534;0,009964129;0,777202073;0,009964129;100;0,01;Granodiorite;K2;Topographic massif;;;V.P.Simanenko,1977;2
3842;-511129173,3;478419137,2;1;W;"44°22'55.0""";"134°22'13.0""";;44,38192819;134,3702615;64,89552239;0,756218905;16,29850746;0,55721393;3,800995025;0,07960199;0,875621891;2,606965174;3,880597015;4,875621891;0,139303483;1,223880597;0,009950249;100;0,08;Granodiorite;K2;;;Det.:H2o+-l.02;V.V.Golozubov,1977;2
3850;-522589425,3;501335855,1;1;W;"44°17'30.0""";"135°48'10.0""";;44,29173373;135,8028448;65,22609044;0,650260104;14,63585434;2,25090036;3,301320528;0,070028011;1,880752301;4,50180072;3,011204482;3,331332533;0,010004002;1,120448179;0,010004002;100;0,32;Granodiorite;K2-Pg;Pribrezhny massif;;;B.V.Kuznetsov,1965;2
3853;-478629819,6;709424156,6;1;W;"42°40'40.0""";"133°2'36.0""";;42,67785542;133,043411;65,15742129;0,499750125;15,76211894;1,139430285;3,1984008;0,019990005;1,789105447;3,448275862;2,658670665;3,948025987;0,009995002;1,449275362;0,91954023;100;0,36;Granite-porphyry;K2;;P.N.Nissel'baum;Oth:S-0.92;F.K.Shipulin,1954;2
3857;-548875027,4;154751342,7;1;W;"46°56'3.0""";"137°4'5.0""";;46,93411371;137,0680026;65,19911947;0,50030018;15,19911947;2,551530919;3,532119272;0,090054032;1,931158695;3,732239344;2,851711027;3,542125275;0,080048029;0,780468281;0,010006004;100;0,01;Granodiorite;K2;Upper-Plotikovsky massif;;;A.A.Syas'ko,1969;2
3860;-512161713,7;557105718,8;1;W;"43°52'0.0""";"135°8'0.0""";;43,86635423;135,1330209;64,78312774;0,557103064;15,29048945;2,118981297;3,402307998;0,129327497;1,173895742;4,397134899;3,312773577;3,38241146;0,119379228;1,323119777;0,009948269;100;0,07;Granodiorite;K2;;F.TRynkova;Det:H2o+-o.os;N.N.Kalyagina,1969;2
3862;-559768908,2;86670438,87;1;W;"47°29'54.0""";"138°14'58.0""";;47,49847312;138,2495842;64,82181963;0,597252638;16,28508859;2,150109496;2,538323711;0,119450528;1,861437388;3,404340036;3,643241091;3,085805296;0,218992634;1,26418475;0,009954211;100;0,01;Granodiorite;Pg;Khulimin Sakhotin massif;;;N.I.Shlepkin,1972;2
3865;-515605451,7;389865389,6;1;W;"45°1'46.0""";"134°14'35.0""";;45,02932173;134,2429328;65,7411147;0,555331179;16,68012924;0,313004847;3,776252019;0,080775444;1,968901454;3,018982229;2,877625202;3,513731826;0,212035541;1,252019386;0,010096931;100;0,01;Granodiorite;K2-Pg;;;;M.I.Novikova,1956;2
3868;-542805819,4;333249236,2;1;W;"45°32'51.0""";"136°56'40.0""";;45,54743889;136,9443833;65,56551516;0,060429046;17,02084802;1,782656864;2,779736126;0,171215631;1,269009971;3,102024373;5,468828684;1,722227818;0,020143015;1,027293786;0,010071508;100;0,01;Diorite;K2-Pg;;I.M.Lalykina;;A.I.Burde,1964;2
3873;-516068782,4;546150300,8;1;W;"43°57'40.0""";"135°27'40.0""";;43,96114001;135,46114;65,20954482;0,591537999;16,40264688;2,055343894;2,225787046;0,18046922;1,483858031;4,170844195;4,030479246;3,499097654;0,010026068;0,130338881;0,010026068;100;0,06;Granodiorite-porphyry;K2-Pg;;O.V.Krutetskaya;Det:H2o+-o.13;M.A.Favorskaya,1956;2
3874;-515664571,4;463186708,4;1;W;"44°30'40.0""";"134°45'20.0""";;44,51107761;134,755522;65,48530004;0,533628675;14,21667338;1,751913008;4,228755538;0,09061619;1,530406766;2,255336287;3,02053967;6,363270238;0,09061619;0,422875554;0,010068466;100;0,01;Bt-Hb granosyenite;K2;Berezovsky massif;;;I.I.Antushevich,1966;2
3875;-552630604,7;122613438,6;1;W;"47°12'0.0""";"137°27'36.0""";;47,20000055;137,4600005;64,81610685;0,398684342;17,25306489;1,335592545;3,68783016;0,059802651;0,717631815;2,87052726;3,608093292;4,285856673;0,009967109;0,946875311;0,009967109;100;0,01;Granodiorite;K2;;;;E.P.Izokh,1957;2
3876;-551317906,6;297672946,3;1;W;"45°50'0.0""";"137°43'0.0""";;45,83320135;137,7165347;65,46516311;0,634313331;15,18324607;2,577527185;2,577527185;0,140958518;1,792186871;3,242045912;3,56423681;3,443415224;0,080547725;1,288763592;0,010068466;100;0,01;Granite;Pg;;;;V.I.Ovechkin,1978;2
3878;-547716690,3;166188622,1;1;W;"46°50'25.0""";"136°57'15.0""";;46,84013486;136,9540237;65,32355305;0,582797428;16,98151125;0,66318328;3,225482315;0,080385852;1,587620579;3,848472669;2,763263666;4,170016077;0,010048232;0,753617363;0,010048232;100;0,01;Monzogranodiorite;K2;Vereteno massif;E.N.Egorova;;E.P.Izokh,1957;2
3885;-482771852,2;645981728,3;1;W;"43°5'50.0""";"132°47'50.0""";;43,09718559;132,7971856;64,58954482;0,596302922;16,7561121;1,17272908;3,548002385;0,059630292;2,047306698;4,462333532;3,468495329;2,653548002;0,009938382;0,626118068;0,009938382;100;0,12;Granodiorite;K2;Big Pidan massif;;;V.K.Putintsev,1953;2
3893;-469198933;-434978290,7;1;W;"54°2'0.0""";"134°54'0.0""";;54,03329687;134,8999635;65,18771331;0,652479422;16,65328247;1,023890785;2,680184702;0,070267015;1,606103192;4,356554909;4,386669344;2,06785786;0,180686609;0,903433046;0,230877334;100;0,01;Plagiogranite;K2-Pg;;;;Yu.I.Scherbina,1965;2
3894;-526780830,2;-226969236,2;1;W;"50°39'0.0""";"136°25'0.0""";;50,64995921;136,4166259;64,98548984;0,790553387;16,08125688;1,310917642;3,112178525;0,100070049;2,351646152;4,583208246;3,712598819;2,57180026;0,160112078;0,230161113;0,010007005;100;0,01;Quartz diorite porphyrite;K2;;Chechukalova;;P.N.Seleznev,1960;2
3895;-545782642,9;125378634,7;1;W;"47°10'30.0""";"136°42'0.0""";;47,17509057;136,7000906;64,97197758;0,430344275;17,45396317;0,860688551;2,862289832;0,020016013;1,401120897;4,023218575;2,882305845;3,182546037;0,520416333;1,381104884;0,010008006;100;0,01;Granodiorite porphyraceous;K2;;;;E.P.Izokh,1957;2
3897;-514299014,1;568092452;1;W;"43°48'35.0""";"135°27'35.0""";;43,80968606;135,4596861;64,64203923;0,926018122;13,7209997;3,962959275;3,485014438;0,129443393;1,861993428;2,837797471;4,032659564;4,24176043;0,009957184;0,139400578;0,009957184;100;0,01;Granite;K2-Pg;Vladimirsky massif;L.V.Nedashkovskaya;;G.A.Valuy,1975;2
3899;-485560854,9;-341016921,6;1;W;"52°28'0.0""";"133°58'0.0""";;52,4666724;133,9666724;64,69005382;0,568068567;17,32110823;0,797289217;3,966513853;0,079728922;1,275662747;4,434921268;2,401833765;2,501494917;0,169423959;1,783934622;0,009966115;100;0,01;Granodiorite-porphyry;K2;;;;E.P.Khokhlov,1964;2
3905;-534940277,5;509389836,8;1;W;"44°18'25.0""";"137°11'30.0""";;44,30691581;137,191638;64,66719809;0,448385811;15,77321642;1,255480271;3,597050618;0,089677162;2,600637704;4,693104823;4,14507772;2,162216022;0,298923874;0,22917497;0,039856517;100;0,21;Bt-Hb granodiorite;K2;Tatiba-Armin Sinanchin massif;G.V.Churilina;Det:H2o+-0.23.Oth.:S03-0.04;M.G.Rub,1947;2
3909;-549762337,5;154935684,1;1;W;"46°56'0.0""";"137°10'0.0""";;46,93330718;137,1666405;64,56363817;0,497561946;15,11593193;2,378346104;3,910836899;0,059707434;1,880784158;3,711812121;2,826151856;4,27903274;0,08956115;0,676684247;0,009951239;100;0,01;Granodiorite;K2;;;;A.A.Syas'ko,1969;2
3911;-512169732,3;557051771,2;1;W;"43°52'0.0""";"135°8'0.0""";;43,86675147;135,1334181;64,47669218;0,556604711;15,56505318;2,474903091;2,643872378;0,089454329;2,037570818;3,478779445;3,727263691;3,309810158;0,149090548;1,480966107;0,00993937;100;0,07;Quartz diorite;K2;;F.T.Rynkova;Det:H2o+-0.98;N.N.Kalyagina,1969;2
3916;-498518542,5;-364789468,2;1;W;"52°36'0.0""";"135°49'0.0""";;52,59984369;135,8165104;64,55658405;0,477754554;14,7805315;0,855976909;3,941475067;0,149298298;3,01582562;3,841942869;3,214890017;3,76231711;0,00995322;1,383497561;0,00995322;100;0,01;Granodiorite;K2;Yasnensky massif;;;A.B.Eyrish,1963;2
3920;-551669076,1;132661127,1;1;W;"47°7'0.0""";"137°21'30.0""";;47,11675444;137,3584211;65,08079896;0,451671183;14,38321791;1,66616481;4,938271605;0,120445649;1,947204657;4,06504065;2,810398474;3,111512597;0,180668473;1,234567901;0,010037137;100;0,01;Diorite;K2;;;;I.Z.Bur'yanova,1968;2
3921;-518210605,5;-422082749,5;1;W;"53°3'0.0""";"139°3'0.0""";;53,04998602;139,049986;64,96343052;0,721370604;15,48942992;0,681294459;4,428413987;0,070133253;2,154092776;3,867347961;3,416491334;3,025748923;0,240456868;0,931770364;0,010019036;100;0,01;Granodiorite;K2;Dalzhin massif;;;E.P.Zarembsky,1961;2
3922;-537505288,5;206253671,1;1;W;"46°30'12.0""";"135°53'25.0""";;46,50335385;135,8902983;64,83648365;0,640064006;15,88158816;1,810181018;4,110411041;0,100010001;2,170217022;2,370237024;2,840284028;3,660366037;0,010001;1,560156016;0,010001;100;0,01;Granodiorite-porphyry;K2-Pg;;;;A.N.Ivakin,1965;2
3923;-486350092,4;635804479,5;1;W;"43°11'17.0""";"133°4'50.0""";;43,18812372;133,0806237;64,56528234;0,398366697;16,97042127;1,244895927;2,599342695;0,099591674;2,390200179;4,232646151;3,445871925;2,430036849;0,179265013;1,344487601;0,099591674;100;0,6;Px-Amf granodiorite;Pg;Pugdin massif;V.V.Zvyagina;Oth:S03-0.10;V.A.Yarmolyuk,1946;2
3928;-527065995;-237690428,1;1;W;"50°46'0.0""";"136°35'0.0""";;50,76663359;136,5833003;64,75172345;0,639424518;15,16635028;1,029073834;3,396942752;0,069937057;2,927365371;5,844739734;3,017284444;2,237985813;0,129883105;0,779298631;0,009991008;100;0,01;Granodiorite-porphyry;K2;;;;V.V.Onikhimovsky,1959;2
3930;-525588341,3;-433352680;1;W;"53°5'0.0""";"140°0'0.0""";;53,08337127;140,0000379;65,08638007;0,602651667;16,41221374;2,069104058;2,460827642;0,140618722;1,436319807;5,474085978;3,525512254;2,249899558;0,190839695;0,140618722;0,210928084;100;0,5;Bt-Hb granodiorite;K2-Pg;Chuygin massif;;Det.:co2-0.20.Oth.:so3-0.0l;A.T.Terteryan,1973;2
3933;-558010202,8;98932559,38;1;W;"47°23'48.0""";"138°3'6.0""";;47,39669168;138,0516917;64,94886705;0,892320032;13,47503509;1,764587929;4,030479246;0,140364949;1,413675556;3,679566874;4,391417686;3,348706637;0,421094847;1,483858031;0,010026068;100;0,16;Granodiorite;K2;Karakty massif;;Det.:H2o+-0.59;F.G.Fedchin,1975;2
3937;-523908606,5;167983023,6;1;W;"46°48'0.0""";"134°16'0.0""";;46,80002794;134,2666946;65,12165695;0,452443193;17,37381862;2,362758898;1,528252564;0,100542932;1,397546752;3,498894028;3,277699578;4,765734969;0,010054293;0,100542932;0,010054293;100;0,01;Granodiorite;K;;B.M.Frenkel';;Z.V.Sidorenko,1952;2
3938;-515407852,7;468069846,5;1;W;"44°28'35.0""";"134°45'50.0""";;44,4761972;134,7636972;64,70176841;0,559496453;15,35617944;0,959136777;4,535917674;0,109901089;1,568588271;1,948246578;2,997302428;6,194425017;0,119892097;0,939154761;0,009991008;100;0,01;Granosyenite;K2-Pg;Berezovsky massif;;;V.I.Vysotsky,1965;2
3941;-529934536,6;330063862,2;1;W;"45°31'35.0""";"135°30'25.0""";;45,5264882;135,5070438;64,61139379;0,528783797;15,29482191;1,306993914;2,993115834;0,069839369;3,272473311;4,549536067;2,993115834;3,322358575;0,159632844;0,887957697;0,009977053;100;0,01;Granodiorite;K2;Yamutinzin massif;;;N.K.Flyaga,1962;2
3949;-555681597,6;6661703,48;1;W;"48°11'35.0""";"137°55'50.0""";;48,19304789;137,9305479;64,61369535;0,3393891;15,83150329;0,009982032;3,513675384;0,069874226;2,635256538;5,889399082;2,874825314;3,443801158;0,189658614;0,578957876;0,009982032;100;0,01;Granodiorite;Pg;;S.Ya.Matytsin;Oth:S03-0.0l;V.A.Yarmolyuk,1949;2
3956;-536724097,4;217251808,1;1;W;"46°24'50.0""";"135°49'50.0""";;46,41392893;135,8305956;64,77716575;0,440660991;14,92238358;0,941412118;4,616925388;0,050075113;2,523785679;3,925888833;2,974461693;4,116174261;0,010015023;0,691036555;0,010015023;100;0,01;Granodiorite;K2;Upper-Tatiba massif;Tatiba;;V.A.Nikogosyan,1966;2
3957;-510482616,3;-297622880,1;1;W;"51°37'0.0""";"135°43'0.0""";;51,61678092;135,7167809;64,37101911;0,736464968;14,99800955;1,413216561;3,722133758;0,119426752;3,125;4,339171975;2,975716561;3,572850318;0,009952229;0,607085987;0,009952229;100;0,01;Granodiorite;K2;;;;N.G.Osipov,1961;2
3961;-551030141,3;246980637,2;1;W;"46°12'40.0""";"137°30'15.0""";;46,21100138;137,5040569;64,94576135;0,92406589;17,01486541;1,988750502;2,20972278;0,120530333;1,496584974;2,782241864;4,248694255;3,023302531;0,220972278;1,01446364;0,010044194;100;0,19;Granodiorite;K2;;;Det.:H2o+-0.88;G.A.Amel'chenko,1976;2
3963;-563791573,4;116746896,7;1;W;"47°15'0.0""";"138°41'0.0""";;47,25009048;138,6834238;64,89660711;0,662517567;13,9128689;2,148163019;3,774342502;0,110419594;2,268620759;4,025296125;3,965067256;3,232282674;0,010038145;0,983738205;0,010038145;100;0,23;Granodiorite;K2-Pg;Samargin Pugdin massif;;;V.P.Simanenko,1972;2
3972;-469190863,1;-440706567;1;W;"54°7'0.0""";"135°5'0.0""";;54,11658107;135,0832477;64,80088274;0,511585916;16,85224195;1,193700471;2,909017956;0,100310964;2,628147256;4,714615307;3,169826462;2,537867389;0,170528639;0,401243856;0,010031096;100;0,01;Granodiorite;K2-Pg;Tula massif;;;S.I.Gorokhov,1962;2
3973;-529235978;335814623,8;1;W;"45°28'53.0""";"135°27'30.0""";;45,48133688;135,4582813;64,12547151;0,099265436;16,23982529;1,74707167;2,203692674;3,305539011;5,96585269;2,551121699;2,134206869;0,198530872;0,009926544;1,409569188;0,009926544;100;0,15;Bt-Hb granodiorite;K2;Yamutinzin massif;S.Ya.Matytsin;;L.V.Krivitsky,1947;2
